vs_link,vs_name,vs_id,ftm_name,ftm_id 
NA;https://justfacts.votesmart.org/interest-group/373/american-college-of-emergency-physicians,american college of emergency physicians,373,American College Of Emergency Physicians,32220651
NA;https://justfacts.votesmart.org/interest-group/373/american-college-of-emergency-physicians,american college of emergency physicians,373,American College Of Emergency Physicians,48331589
NA;https://justfacts.votesmart.org/interest-group/373/american-college-of-emergency-physicians,american college of emergency physicians,373,American College Of Emergency Physicians,48331597
NA;https://justfacts.votesmart.org/interest-group/373/american-college-of-emergency-physicians,american college of emergency physicians,373,American College Of Emergency Physicians,48331598
NA;https://justfacts.votesmart.org/interest-group/373/american-college-of-emergency-physicians,american college of emergency physicians,373,American College Of Emergency Physicians,48331614
NA;https://justfacts.votesmart.org/interest-group/373/american-college-of-emergency-physicians,american college of emergency physicians,373,American College Of Emergency Physicians,48842879
NA;https://justfacts.votesmart.org/interest-group/2589/every-voice,every voice,2589,Every Voice,27851212
NA;https://justfacts.votesmart.org/interest-group/2495/national-treasury-employees-union,national treasury employees union,2495,National Treasury Employees Union / Nteu,1862
NA;https://justfacts.votesmart.org/interest-group/2664/march-on,march on,2664,March On,47242306
NA;https://justfacts.votesmart.org/interest-group/2664/march-on,march on,2664,March On,54447211
NA;https://justfacts.votesmart.org/interest-group/2664/march-on,march on,2664,March On,55493863
NA;https://justfacts.votesmart.org/interest-group/1275/protect-patients-now,protect patients now,1275,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/122/brady-campaign-to-prevent-gun-violence,brady campaign to prevent gun violence,122,Brady Campaign To Prevent Gun Violence,402
NA;https://justfacts.votesmart.org/interest-group/2681/indian-american-impact-fund,indian american impact fund,2681,Indian American Impact Fund,45149459
NA;https://justfacts.votesmart.org/interest-group/2028/alzheimers-impact-movement,alzheimers impact movement,2028,Alzheimers Impact Movement,17761817
NA;https://justfacts.votesmart.org/interest-group/330/national-hispanic-leadership-agenda,national hispanic leadership agenda,330,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/3173/peoples-policy-project,peoples policy project,3173,Peoples Policy Project,48143830
NA;https://justfacts.votesmart.org/interest-group/1930/maggies-list,maggies list,1930,Maggies List,18928316
NA;https://justfacts.votesmart.org/interest-group/1930/maggies-list,maggies list,1930,Maggies List,50261846
NA;https://justfacts.votesmart.org/interest-group/591/retire-safe,retire safe,591,Nevada Alliance For Retired Public Safety Officers,37938478
NA;https://justfacts.votesmart.org/interest-group/591/retire-safe,retire safe,591,Nw Safe Retirements,26267071
NA;https://justfacts.votesmart.org/interest-group/591/retire-safe,retire safe,591,Public Safety Personnel Retirement Sys,27640457
NA;https://justfacts.votesmart.org/interest-group/591/retire-safe,retire safe,591,Public Safety Personnel Retirement System,53412676
NA;https://justfacts.votesmart.org/interest-group/591/retire-safe,retire safe,591,Public Safety Personnel Retirement System (Psprs),27722197
NA;https://justfacts.votesmart.org/interest-group/591/retire-safe,retire safe,591,Retire Safe Pac,6086184
NA;https://justfacts.votesmart.org/interest-group/599/norml-national-organization-for-the-reform-of-marijuana-laws,norml national organization for the reform of marijuana laws,599,National Organization For The Reform Of Marijuana Laws (Norml Pac),36766032
NA;https://justfacts.votesmart.org/interest-group/599/norml-national-organization-for-the-reform-of-marijuana-laws,norml national organization for the reform of marijuana laws,599,Wyoming National Organization For The Reform Of Marijuana Laws (Norml),35748361
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,27711595
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,39503503
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,41698616
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,44971497
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,47664974
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,49678613
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,49679398
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,53845510
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,54466409
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,54858692
NA;https://justfacts.votesmart.org/interest-group/1867/consumer-energy-alliance,consumer energy alliance,1867,Consumer Energy Alliance,55559223
NA;https://justfacts.votesmart.org/interest-group/1060/national-trust-for-historic-preservation,national trust for historic preservation,1060,National Trust For Historic Preservation,5067699
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,Harlem United Community Aids Center,24752975
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,Harlem United Community Aids Center Inc,55441073
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,Harlem United Community Aids Center Inc,55442815
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,Harlem United Community Aids Center Inc,55444020
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,Harlem United Community Aids Center Inc,55554304
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,Harlem United Community Aids Center Inc Harlem United Community Aids Center Inc,55510412
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,Homeowners & Tenants United Sponsored By Aids Healthcare Foundation,50168806
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,"Yes On 21 - Renters & Homeowners United To Keep Families In Theri Homes, Sponsored By Aids Healthcare Foundation",50821535
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,"Yes On 21-Renters & Homeowners United To Keep Families In Their Homes, Sponsored By Aids Healthcare Foundation",53397084
NA;https://justfacts.votesmart.org/interest-group/1380/aids-united,aids united,1380,"Yes On 21-Renters & Homeowners United To Keep Families In Theri Homes, Sponsored By Aids Healthcare Foundation",53936562
NA;https://justfacts.votesmart.org/interest-group/131/the-population-institute,the population institute,131,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/3004/matriarch,matriarch,3004,Matriarch,49658269
NA;https://justfacts.votesmart.org/interest-group/1705/national-council-of-agricultural-employers,national council of agricultural employers,1705,National Council Of Agricultural Employers,39487231
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,10049663
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,50170631
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,52371443
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,53795970
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,53796811
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,53797034
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,53798055
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,53799884
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,53801308
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,54852430
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,54857477
NA;https://justfacts.votesmart.org/interest-group/2645/giffords,giffords,2645,Giffords,54858782
